Name,Year,Director,خفن,Type,Animation,Comment,URL,Casts
Your Name,2016,Makoto Shinkai,*,Movie,Is Animation,,https://www.imdb.com//title/tt5311514/?ref_=fn_al_tt_1,"Ryunosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yûki, Nobunaga Shimazaki, Kaito Ishikawa, Kanon Tani, Masaki Terasoma, Sayaka Ôhara, Kazuhiko Inoue, Chafûrin, Kana Hanazawa, Yuka Terasaki, Takashi Onozuka, Yôhei Namekawa, Miyu Tsuji, Shin'ya Hamazoe, Kanami Satô, Shinjirô Gôda, Yasuhiro Kikuchi, Tamari Hinata, Nozomi Yamane, Yuuki Shin, Tatsuya Murakami, Nodoka Hasegawa, Baron Yamazaki, Suguru Inoue, Ryoko Usami, Miho Morisaki, Tsuyoshi Minamijima, Aika Oomae, Tomohiro Yamaguchi, Takayuki Nakatsukasa, Hiroki Matsukawa, Shouko Negoro, Haruka Ominami, Manami Hanawa, Miho Tabata, Eriko Tomioka, Eiji Yamamoto"
Zootopia,2016,"Byron Howard, Rich Moore, Jared Bush",,Movie,Is Animation,,https://www.imdb.com//title/tt2948356/?ref_=fn_al_tt_1,"Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt, Don Lake, Tommy Chong, J.K. Simmons, Octavia Spencer, Alan Tudyk, Shakira, Raymond S. Persi, Della Saba, Maurice LaMarche, Phil Johnston, Fuschia!, John DiMaggio, Katie Lowes, Gita Reddy, Jesse Corti, Tom Lister Jr., Josh Dallas, Leah Latham, Rich Moore, Kath Soucie, Peter Mansbridge, Byron Howard, Jared Bush, Mark Rhino Smith, Josie Trinidad, John Lavelle, Kristen Bell, Evelyn Wilson Bresee, Hewitt Bush, Jill Cordes, Madeleine Curry, Terri Douglas, Melissa Goodwin Shepherd, Zach King, Dave Kohut, Jeremy Milton, Pace Paulsen, Fabienne Rawley, Brad Simonsen, Claire K. Smith, Jackson Stein, David A. Thibodeau, John Wheeler, Hannah G. Williams"
Attack on Titans,2013,"Tetsurô Araki, Masashi Koizuka, Yûichirô Hayashi, Hiroyuki Tanaka, Shintaro Itoga, Jun Shishido, Yasuhiro Akamatsu, Teruyuki Omine, Shinpei Ezaki, Kiyoshi Fukumoto, Yoshihide Ibata, Mitsue Yamazaki, Daisuke Tokudo, Akitoshi Yokoyama, Satonobu Kikuchi, Hitomi Ezoe, Tetsuya Wakano, Makoto Bessho, Tomomi Ikeda, Yasushi Muroya, Keisuke Onishi, Hirokazu Yamada, Takayuki Hirao, Kenji Imura, Tomoko Hiramuki, Shingo Uchida, Takashi Andô, Matsuo Asami, Aiko Sakuraba, Kaori Makita, Hidekazu Hara, Yoshiyuki Fujiwara, Tatsuma Minamikawa, Yuzuru Tachikawa, Shin Wakabayashi, Masayuki Miyaji, Yuumi Kawai, Ken Andô, Ryôsuke Azuma, Ryuta Kawahara, Miki Komuro, Kouki Aoshima, Naoki Matsuura, Kazuo Miyake",,Series,Is Animation,,https://www.imdb.com//title/tt2560140/?ref_=fn_al_tt_1,Josh Grelle
Death note,2006,"Tetsurô Araki, Tomohiko Itô, Hiroyuki Tsuchiya, Mitsuhiro Yoneda, Eiko Nishi, Makoto Bessho, Shinji Nagamura, Oyunamu, Naoyasu Habu, Hisato Shimoda, Yukio Okazaki, Kei Tsunematsu, Hironori Aoyagi, Naoto Hashimoto, Takayuki Hirao, Hideki Itô, Mitsuyuki Masuhara, Ryôsuke Nakamura, Tetsuhito Saitô, Tomio Yamauchi",,Series,Is Animation,,https://www.imdb.com//title/tt0877057/?ref_=fn_al_tt_1,Mamoru Miyano
Love Death & Robot,2019,Lesli Linka Glatter,*,Series,Is Animation,,https://www.imdb.com//title/tt14586350/?ref_=fn_al_tt_1,Elizabeth Olsen
Oggy and the Cockroaches 1997,1997,"Olivier Jean-Marie, Charles Vaucelle, Jean-Yves Raimbaud, Lionel Allaix, Julien Thompson",,Series,Is Animation,,https://www.imdb.com//title/tt0213363/?ref_=fn_al_tt_1,Hugues Le Bars
Rick and morty,2013,"Wesley Archer, Pete Michels, Johnny Tesoro, Nathan Litz, Jacob Hair, Bryan Newton, Juan Jose Meza-Leon, Kyoung Hee Lim, Dominic Polcino, Erica Hayes, Anthony Chun, John Rice, Stephen Sandoval, Douglas Einar Olsen, Jeff Myers, Lucas Gray, Justin Roiland, Fill Marc Sagadraca",*,Series,Is Animation,,https://www.imdb.com//title/tt2861424/?ref_=fn_al_tt_1,Justin Roiland
1917,2019,Sam Mendes,,Movie,IsNot,,https://www.imdb.com//title/tt8579674/?ref_=fn_al_tt_1,"Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth, Pip Carter, Andy Apollo, Paul Tinto, Josef Davies, Billy Postlethwaite, Gabriel Akuwudike, Andrew Scott, Spike Leighton, Robert Maaser, Gerran Howell, Adam Hugill, Mark Strong, Richard McCabe, Benjamin Adams, Anson Boon, Kenny Fullwood, Tommy French, Nabhaan Rizwan, Ryan Nolan, Elliot Baxter, Bogdan Kumshatsky, Kye Mckee, Claire Duburcq, Ivy-l Macnamara, Merlin Leonhardt, Taddeo Kufus, Jos Slovick, Luke Hornsby, Jack Shalloo, Elliot Edusah, Chris Walley, Joe Mendes, Jacob James Beswick, Michael Jibson, Ian Wilson, Bradley Connor, Justin Edwards, John Hollingworth, Jamie Parker, Daniel Attwell, Samson Cox-Vinell, Jonny Lavelle, Michael Rouse, Benedict Cumberbatch, Adrian Scarborough, Richard Dempsey, Phil Cheadle, Jonah Russell, Richard Madden"
12 Angry men,1957,Sidney Lumet,*,Movie,IsNot,,https://www.imdb.com//title/tt0050083/?ref_=fn_al_tt_1,"Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman, Edward Binns, Jack Warden, Henry Fonda, Joseph Sweeney, Ed Begley, George Voskovec, Robert Webber"
21 Grams,2003,Alejandro G. Iñárritu,:D,Movie,IsNot,,https://www.imdb.com//title/tt0315733/?ref_=fn_al_tt_1,"Sean Penn, Naomi Watts, Danny Huston, Carly Nahon, Claire Pakis, Benicio Del Toro, Nick Nichols, Charlotte Gainsbourg, John Rubinstein, Eddie Marsan, Loyd Keith Salter, Antef A. Harris, Melissa Leo, Marc Musso, Teresa Delgado, Trent Dee, Tony Guyton, Wayne E. Beech Jr., Keith Lamont Johnson, Clea DuVall, David Chattam, John Boyd West, Jeff Schmidt, Tony Vaughn, Paul Calderon, Denis O'Hare, Anastasia Herin, Carlo Alban, Hai Quang Tran, Annie Corley, Sharon Bishop, Jerry Chipman, Tom Irwin, Roberto Medina, Arita Trahan, Rodney Ingle, Catherine Dent, Kevin Chapman, Randall Hartzog, Verda Davenport, Dorothy Armstrong-Miles, Barclay Roberts, Lisa Sanchez, Stephen Bridgewater, Michael Finnell, Juan Corrigan, Charlie B. Brown, Arron Shiver, Pamela Blair, Jennifer Pfalzgraff, Lew Temple, Tricia Branch"
21 Jump Street,2012,"Phil Lord, Christopher Miller",,Movie,IsNot,,https://www.imdb.com//title/tt1232829/?ref_=fn_al_tt_1,"Jonah Hill, Channing Tatum, Brie Larson, Dave Franco, Rob Riggle, DeRay Davis, Ice Cube, Dax Flame, Chris Parnell, Ellie Kemper, Jake Johnson, Nick Offerman, Holly Robinson Peete, Johnny Pemberton, Stanley Wong, Justin Hires, Brett Lapeyrouse, Lindsey Broad, Caroline Aaron, Joe Chrest, Geraldine Singer, Dakota Johnson, Rye Rye, Valerie Tian, Jaren Mitchell, Johnny Simmons, Keith Kurtz, Randal Reeder, Peter Epstein, Anthony Molinari, Luis Da Silva Jr., Dominic 'Taz' Alexander, Mike Seal, Spencer Boldman, Joe Nin Williams, Chad Hessler, Kevin Michael Murphy, Victor Paguia, Chanel Celaya, Carol Sutton, Andrea Frankle, Tiffney Wagner, Andrea Madison, Hristo Birbochukov, Candi Brooks, Turner Crumbley, Haley Farris, Brittney Alger, Joshua Nelms, Courtney Jarrell, Melissa Cordero, Beau Delatte, Charles Ferrara, Mark Adams, Brian H. Rossitto"
22 Jump Street,2014,"Phil Lord, Christopher Miller",,Movie,IsNot,,https://www.imdb.com//title/tt2294449/?ref_=fn_al_tt_1,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell, Amber Stevens West, Jillian Bell, Ice Cube, Keith Lucas, Kenneth Lucas, Nick Offerman, Jimmy Tatro, Caroline Aaron, Craig Roberts, Marc Evan Jackson, Joe Chrest, Eddie J. Fernandez, Rye Rye, Johnny Pemberton, Stanley Wong, Dax Flame, Diplo, Tyler Forrest, John Bostic, Richard Grieco, Dustin Nguyen, Ian Hoch, Kate Adair, Drew Cross, Katrina Despain, Oscar Gale, Janeline Hayes, Jackie Bohne, Jason R.A. Foster, Toby Nichols, Toby Holguin, Eddie Perez, Mickey Facchinello, Tom Ventura, Brian Schacter, Sam Schweikert, Jack Maloney"
500 Days of Summer,2009,Marc Webb,,Movie,IsNot,,https://www.imdb.com//title/tt1022603/?ref_=fn_al_tt_1,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz, Matthew Gray Gubler, Clark Gregg, Patricia Belcher, Rachel Boston, Minka Kelly, Charles Walker, Ian Reed Kesler, Darryl Alan Reed, Valente Rodriguez, Yvette Nicole Brown, Nicole Vicius, Natalie Boren, Maile Flanagan, Darryl Sivad, Gregory A. Thompson, Michael Bodie, John Mackie, Jacob Stroop, Kevin Michael, Sid Wilner, Richard McGonagle, Jean-Paul Vignon, Bryan Anthony, Sybil Azur, Cheryl Baxter, Gustavo Carr, John R. Corella, Nadine Ellis, Alejandro Estornel, Nathaniel Flatt, Reshma Gajjar, Tiffany Granath, Jennifer Hamilton, Brandon Henschel, Michael Higgins, Kenneth Hughes, Alexandra Hulme, John Jacquet Jr., Jennifer Lee Keyes, Tim Lacatena, Rebecca Lin, Gelsey Weiss, Katie Malia, Anthony Marciona, War Shazar, Vivian Nixon, Tracy Phillips, Nathan Prevost, Jamie Shea, Ryan Thomas, Christian Vincent, Jull Weber"
A Beautiful Mind,2001,Ron Howard,,Movie,IsNot,,https://www.imdb.com//title/tt0268978/?ref_=fn_al_tt_1,"Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer, Paul Bettany, Adam Goldberg, Josh Lucas, Anthony Rapp, Jason Gray-Stanford, Judd Hirsch, Austin Pendleton, Vivien Cardone, Jillie Simon, Victor Steinbach, Tanya Clarke, Thomas F. Walsh, Jesse Doran, Kent Cassella, Patrick Blindauer, John Blaylock, Roy Thinnes, Anthony Easton, Cheryl Howard, Rance Howard, Jane Jenkins, Darius Stone, Josh Pais, Alex Toma, Valentina Cardinalli, Teagle F. Bougere, David B. Allen, Michael Esper, Eva Burkley, Amy Walz, Tracey Toomey, Jennifer Weedon, Yvonne Thomas, Holly Pitrago, Isadore Rosenfeld, Tommy Allen, Dave Bayer, Brian Keith Lewis, Tom McNutt, Will Dunham, Glenn Roberts, Ed Jupp Jr., Christopher Stockton, Gregory Dress, Carla Occhiogrosso, Matt Samson, Lyena Nomura, Kathleen Fellegara, Betsy Klompus, Stelio Savante, Logan McCall, Bob Broder"
A Star is Born,2018,Bradley Cooper,,Movie,IsNot,,https://www.imdb.com//title/tt1517451/?ref_=fn_al_tt_1,"Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay, Rafi Gavron, Anthony Ramos, Dave Chappelle, Alec Baldwin, Marlon Williams, Brandi Carlile, Ron Rifkin, Barry Shabaka Henley, Michael D. Roberts, Michael Harney, Rebecca Field, Derek Kevin Jones, Willam Belli, Dennis Tong, Josh Wells, Greg Grunberg, D.J. 'Shangela' Pierce, Eddie Griffin, Drena De Niro, Sanaa Chappelle, Leandro De Niro Rodriguez, Jacob Schick, Gabe Fazio, Benjamin Rice, Halsey, William H. Slattery III, Matthew Libatique, Robert S. Wilhelm Jr., Luenell, Lukas Nelson & Promise of the Real, Lukas Nelson, Anthony LoGerfo, Alberto Bof, Corey McCormick, Jesse Siebenberg, Tato Melgar, Don Was, Victor Indrizzo, George Doering, Michael Bearden, Lenny Castro, Chris Kelly, Don Roy King, Gena Rositano, Greg Scarnici, Michael Mancini, Richy Jackson, Christina Grady, Imani Wisdom, War Shazar, Amanda Balen, Montana Efaw, Caroline M. Diamond, Sloan-Taylor Rabinor, China Taylor, Charlie"
Amelie,2001,Jean-Pierre Jeunet,,Movie,IsNot,,https://www.imdb.com//title/tt0211915/?ref_=fn_al_tt_1,"Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin, Jamel Debbouze, Clotilde Mollet, Claire Maurier, Isabelle Nanty, Dominique Pinon, Artus de Penguern, Yolande Moreau, Urbain Cancelier, Maurice Bénichou, Michel Robin, Andrée Damant, Claude Perron, Armelle, Ticky Holgado, Kevin Dias, Flora Guiet, Amaury Babault, André Dussollier, Eugène Berthier, Marion Pressburger, Charles-Roger Bour, Luc Palun, Fabienne Chaudat, Dominique Bettenfeld, Jacques Viala, Fabien Béhar, Jonathan Joss, Jean-Pierre Becker, Jean Darie, Thierry Gibault, François Bercovici, Franck Monier, Guillaume Viry, Valérie Zarrouk, Marie-Laure Descoureaux, Sophie Tellier, Gérald Weingand, François Viaur, Paule Daré, Marc Amyot, Myriam Labbé, Jean Rupert, Frankie Pain, Julianna Kovacs, Philippe Paimblanc, Mady Malroux, Monette Malroux, Robert Gendreu, Valériane de Villeneuve, Isis Peyrade, Raymonde Heudeline, Christiane Bopp, Thierry Arfeuillères, Jerry Lucas, Patrick Paroux, François Aubineau, Philippe Beautier, Karine Asure, Régis Iacono, Franck-Olivier Bonnet, Alain Floret, Jean-Pol Brissart, Frédéric Mitterrand"
American Beauty,1999,Sam Mendes,,Movie,IsNot,,https://www.imdb.com//title/tt0169547/?ref_=fn_al_tt_1,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Allison Janney, Chris Cooper, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Fort Atkinson, Sue Casey, Kent Faulcon, Brenda Wehle, Lisa Cloud, Alison Faulk, Krista Goodsitt, Lily Houtkin, Carolina Lancaster, Mona Leah, Chekesha Van Putten, Emily Zachary, Nancy Anderson, Reshma Gajjar, Stephanie Rizzo, Heather Joy Sher, Chelsea Hertford, Amber Smith, Joel McCrary, Marissa Jaret Winokur, Dennis Anderson, Matthew Kimbrough, Erin Cathryn Strubbe"
American Hustle,2013,David O. Russell,,Movie,IsNot,,https://www.imdb.com//title/tt1800241/?ref_=fn_al_tt_1,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner, Jennifer Lawrence, Louis C.K., Jack Huston, Michael Peña, Shea Whigham, Alessandro Nivola, Elisabeth Röhm, Paul Herman, Saïd Taghmaoui, Matthew Russell, Thomas Matthews, Adrian Martinez, Anthony Zerbe, Colleen Camp, Steve Gagliastro, Christopher Tarjan, Zachariah Supka, Christy Scott Cashman, Simon Hamlin, Martie Barylick, Dawn Olivieri, Becki Dennis, Jay Giannone, Arthur Birnbaum, Rob DiNinni, Michael Fennimore, Jack Jones, Danny Corbo, Sonny Corbo, Bo Cleary, Greg Maxwell, Mickey O'Keefe, Aaron Flanders, Erica McDermott, Alura Carbrey, Kayla Feeney, Shannon Halliday, Volieda Webb, Patsy Meck, Abby Lavin, Damien Di Paola, Paul Campbell, Jeff Avigian, Stacy Hock, Michael Trigg, Richard Heneks, Ted Zalewski, Elias Birnbaum, Armen Garo, Sal DiMino, Gary Craig, Barry Primus, Sonny Gordon, Deva Mahal, Dicky Eklund Jr., Sean Eklund, Charley Broderick, Richard Donelly, Gary Zahakos, Frank Geraci, Melson Alford, Melissa McMeekin, JJ Wright, Bob Taraschi"
American Psycho,2000,Mary Harron,,Movie,IsNot,,https://www.imdb.com//title/tt0144084/?ref_=fn_al_tt_1,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage, Chloë Sevigny, Reese Witherspoon, Samantha Mathis, Matt Ross, Jared Leto, Willem Dafoe, Cara Seymour, Guinevere Turner, Stephen Bogaert, Monika Meier, Reg E. Cathey, Blair Williams, Marie Dame, Kelley Harron, Patricia Gage, Krista Sutton, Landy Cannon, Park Bench, Catherine Black, Margaret Ma, Peter Tufford Kennedy, Mark Pawson, Jessica Lau, Lilette Wiens, Glen Marc Silot, Charlotte Hunter, Kiki Buttignol, Joyce R. Korbin, Reuben Thompson, Bryan Renfro, Ross Gibby, Christina McKay, Alan McCullough, Anthony Lemke, Connie Chen"
Anger Managment,2003,Peter Segal,,Movie,IsNot,,https://www.imdb.com//title/tt0305224/?ref_=fn_al_tt_1,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Allen Covert, Lynne Thigpen, Kurt Fuller, Jonathan Loughran, Krista Allen, January Jones, Woody Harrelson, John Turturro, Kevin Nealon, Conrad Goode, Gina Gallego, Nancy Carell, Marisa Chandler, Don Diamont, Isaac C. Singleton Jr., Bobby Knight, John McEnroe, Rudy Giuliani, Judith Nathan, Tony Carbonetti, Bob Sheppard, Robert Merrill, Roger Clemens, Derek Jeter, Lori Heuring, Stephen Dunham, Jeff Morris, Tony Genaro, John Kirk, Ken Rosier, Clint Black, Rob Steiner, Lorna Scott, Bonnie Hellman, Joe Howard, Kevin Dunigan, Paul Renteria, Kevin Grady, Sidney Ganis, Larry Morgan, Cody Arens, Michael Arthur, Jonathan Osser, Melissa Mitchell, Alan James Morgan, Lindsay Weber, Halley Eveland, Taylor Segal, Nikki Segal"
Another Round (Drunk),2020,Thomas Vinterberg,,Movie,IsNot,,https://www.imdb.com//title/tt10288566/?ref_=fn_al_tt_1,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang, Lars Ranthe, Maria Bonnevie, Helene Reingaard Neumann, Susse Wold, Magnus Sjørup, Silas Cornelius Van, Albert Rudbeck Lindhardt, Martin Greis-Rosenthal, Frederik Winther Rasmussen, Aksel Vedsegaard, Aya Grann, Gustav Sigurth Jeppesen, Freja Bella Lindahl, Mercedes Claro Schelin, Cassius Aasav Browning, Maria Ovi, Clara Phillipson, Lucas Helt Mortensen, Oskar Kirk Damsgaard, Niels Jørgensen, Le Münster-Swendsen, Michael Asmussen, Christina Hildebrandt, Thomas Guldberg Madsen, Per Otto Bersang Rasmussen, Dorte Højsted, Morten Jørgensen, Morten Thunbo, Jens Basse Dam, Max Kaysen Høyrup, Waldemar Beer Hansen, Matti Rochler, Milas Hansen, Carl David Schubert Holm-Nielsen"
August Osage County,2013,John Wells,,Movie,IsNot,,https://www.imdb.com//title/tt1322269/?ref_=fn_al_tt_1,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor, Margo Martindale, Sam Shepard, Dermot Mulroney, Julianne Nicholson, Juliette Lewis, Abigail Breslin, Benedict Cumberbatch, Misty Upham, Will Coffey, Newell Alexander, Jerry Stahl, Dale Dye, Ivan Allen, Arlin Miller"
Awakenings,1990,Penny Marshall,,Movie,IsNot,,https://www.imdb.com//title/tt0099077/?ref_=fn_al_tt_1,"Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson, John Heard, Penelope Ann Miller, Alice Drummond, Judith Malina, Barton Heyman, George Martin, Anne Meara, Richard Libertini, Laura Esterman, Dexter Gordon, Jayne Haynes, Le Clanché du Rand, Yusef Bulos, Steven Randazzo, Gloria Harper, Gwyllum Evans, Mary Catherine Wright, Mary Alice, Keith Diamond, Steve Vinovich, Tiger Haynes, John Christopher Jones, Bradley Whitford, Max von Sydow, Harvey Miller, Tanya Berezin, Peter Stormare, Shane Fistell, Waheedah Ahmad, Charles Keating, Christina Huertes, Linda Burns, Judy Jacksina, Gary Tacon, Rico Elias, Mel Gorham, Chris Carolan, Debra Kovner-Zaks, Max Rabinowitz, Gordon Joseph Weiss, Byron Utley, Anthony McGowen, Paul Montgomery, Leonard Tepper, Vincent Pastore, Howard Feller, Libby Titus, Michael Hyde, Tomislav Novakovic, Adam Bryant, Anthony J. Nici, Oliver Block, Buck Smith, Joan E. MacIntosh, Harry L. Seddon"
Babel,2006,Alejandro G. Iñárritu,,Movie,IsNot,,https://www.imdb.com//title/tt0449467/?ref_=fn_al_tt_1,"Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight, Harriet Walter, Trevor Martin, Matyelok Gibbs, Georges Bousquet, Claudine Acs, André Oumansky, Michael Maloney, Dermot Crowley, Wendy Nottingham, Henry Maratray, Linda Broughton, Jean Marc Hulot, Aline Mowat, Liliane Escoza, Lynsey Beauchamp, Michel Dubois, Shirley Dixon, Patrick Lebre, John O'Mahony, Mary Mitchell, Edward Lyon, Robert Fyfe, Abdelaziz Merzoug, Omar El Mallouli, El Hassan Ait Bablal, Sfia Ait Benboullah, Hammou Aghrar, Mohamed Ait Lahcen, Ali Hamadi, Lhacen Znin, Mustapha Amhita, Mohammed Amal El Koussi, Mohamed Nait Addi, Mohammed El Bouamraoui, Rahmoune Abdelhalim, Soukayna Ait Boufakri, Youssef Boukioud, Khouyael Houssein, Alex Jennings, Commandant Mesbah, Timothy Peter Buxton, Mohammed Ourjdal, Aimee Meditz, Mohammed Bennani, Boubker Ait El Caid, Said Tarchani, Mustapha Rachidi, Driss Roukhe, Wahiba Sahmi, Fadmael Ouali, Zahra Ahkouk, Abdelkader Bara, Ehou Mama, Rida Taya, Salah Mezzi, Mohamed Atkliss, Adriana Barraza, Elle Fanning, Nathan Gamble, Gael García Bernal, Mónica Del Carmen, Rosa Reyes, Robert 'Bernie' Esquivel, Damian Garcia, Barbarella Pardo, Úrsula García, Cynthia Montaño, Maripaz Lopez, Santiago Lizarraga, Ismael Gregorio, Pedro Sillas, Enrique García Contreras, Fernando Montes Avila, Luis Avila, Eugenio Jara Reynoso, Pedro Cuota, Romeo Echeverria Jimenez El Gitano, Guadalupe Quintero, Mariano Quintero, Eluterio Higuera, Pascual Montaño, Efrain Gonzalez, Claudia Silvia Mendoza, Norma Samarin, Polo Nuño, Jose Campas Agiñaga, Miguel Maldonado Tinoco, Rosa Campos Maldonado, Emilio Echevarría, Clifton Collins Jr., Aaron D. Spears, Jamie McBride, Michael Peña, Ivor Shier, R.D. Call, Rinko Kikuchi, Kôji Yakusho, Yuko Murata, Kumi Ohkawatsu, Miyuki Tamada, Hirotaka Nabeya, Kazuya Senzaki, Takanobu Imaizumi, Koji Yoshida, Saki Kito, Tomomi Kosugi, Noemi, Rika Watanabe, Ran Saotome, Sanae Miura, Kazunori Sasaki, Ryoji Takiguchi, Shoushi Nakasone, Jun Tanaka, Masayuki Ishii, Yoshiyuki Yagisawa, Hideto Onishi, Hiroshi Yazaki, Zengo Matayoshi, Koji Morisawa, Sumire Matsumura, Qyoko Kudo, Hazuki Saito, Yu Tanabe, Kentaro Tokuhiro, Kiichiro Kawauchi, Shigemitsu Ogi, Tose Fukuda, Satoshi Nikaido, Kazunori Tozawa, Jun'ichi Hayakawa, Nobushige Suematsu, Shinji Suzuki, Reina Makino, Ayako Masagaki, Yurie Okada, Erika Okada, Mika Yokoyama, Kimi Unno, Kazuma Yamane, Hideaki Kunieda, Keita Kanegae, Tomohiro Higashi, Onbou Miura, Daiki Inoue, Shin'ichi Ôsawa, Noriko Yamamura, Motomi Kobayashi, Akira Matsuda, Shizue Yamamoto, Kaoru Mihira, Ayaka Kotake, Natsumi Hayashida, Maki Kuraya, Kana Harada, Sayaka Shimizu, Sumie Kobayashi, Yoko Iwasaki, Eri Terada, Reina Aoki, Naoko Kato, Ikumi Muramatsu, Keiko Nakamichi, Miyuki Kido, Fumie Takama, Miki Watanuki, Aki Yanagisawa, Megumi Watanabe, Hanako Komatsu, Fumie Kikuchi, Hotomi Nakajima, Miyuki Aoki, Yuko Raihon, Hosana Ueyama, Erika Nakaya, Sachiyo Yamashita, Kaori Shimizu, Yuta Hori, Ikken, Takayuki Matsumoto, Maro, Marie Machida, Namiko Hatori, Yurako Takano, Kiyomi Ensô, Ikue Takada, Yoshiki Wakura, Yosuke Morita, Yuji Inanobe"
Bad Teacher,2011,Jake Kasdan,:D,Movie,IsNot,,https://www.imdb.com//title/tt1284575/?ref_=fn_al_tt_1,"Cameron Diaz, Lucy Punch, Jason Segel, Justin Timberlake, Phyllis Smith, John Michael Higgins, Dave Allen, Jillian Armenante, Matthew J. Evans, Kaitlyn Dever, Kathryn Newton, Igal Ben-Yair, Aja Bair, Andra Nechita, Noah Munck, Finneas O'Connell, Daniel Castro, Adrian Kali Turner, Eric Stonestreet, Thomas Lennon, Paul Bates, Jeff Judah, Nat Faxon, Stephanie Faracy, David Paymer, Alanna Ubach, Christine Smith, Paul Feig, Deirdre Lovejoy, Melvin Mar, Rose Abdoo, Jerry Lambert, Jennifer Irwin, Christopher Rockwell, David Doty, Molly Shannon, Rick Overton, Danny Trap, Matt Besser, Lee Eisenberg, Bruno Gunn, Jordan Van Vranken"
Bird Box,2018,Susanne Bier,,Movie,IsNot,,https://www.imdb.com//title/tt2737304/?ref_=fn_al_tt_1,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander, Colson Baker, BD Wong, Pruitt Taylor Vince, Vivien Lyra Blair, Julian Edwards, Parminder Nagra, Rebecca Pidgeon, Amy Gumenick, Taylor Handley, Happy Anderson, Kyle Beatty, Ashley Alva, David Dastmalchian, Keith Jardine, Kristopher Logan, Shirley Butler, Aden Calderon, Chanon Finley, Frank Mottek, Danny Max, Debra Mark"
